I1,I2,I3,X1,X2,Y
-0.11772923307737339,-0.8696945918514891,0.13361793235921465,-0.6340215322294116,0.43364399245191065,1.1021437708588362
0.0,0.0,0.0,0.0,0.0,0.0
-0.008583397425549538,0.040090572623972115,-0.08256932531765143,-0.20682009166967472,0.02833021300496282,-0.189863412057016
-0.14447480913010843,0.07990734544955551,-0.31369311079410744,-0.019884957971248965,0.0670082510068684,-0.01880848285082337
-0.0120484216941429,0.020556919989151025,-0.061134510422872254,-0.08086206802979035,-0.1494270489723373,-0.13829417038450265
-0.010917803956636975,-0.07135619392873864,0.09612091249244759,0.045035358784928495,-0.0629697183770088,-0.316214854350121
-0.10266998466595106,-0.14813052884676867,0.13242459561457048,0.19146349234589288,0.20805920061360547,-0.18228391648906464
-0.1542177317895403,-0.06972761186047385,0.09423656928362376,0.12885941675437532,-0.025878153954077582,-0.07085207058399384
-0.17593115502362205,-0.04978670732087107,-0.02767521963353263,0.01305246030102928,-0.17260701858817326,-0.07633471719894536
-0.0263165276533742,0.005957704865916125,-0.0149279774852899,0.002966991028890767,0.06667606150200023,-0.09656875129924555
-0.05307945020249945,-0.1351618148709191,-0.08276111500943963,-0.024304084323232243,0.003672157556560973,-0.11549353723416411
0.09922889187997522,-0.08467774147442687,0.0764458802775913,-0.04404746487854855,0.06192732944903069,-0.2298373766784888
0.10448406553781786,-0.0692536072742859,0.21926268002367946,0.04267533327393766,0.03697169728393338,-0.24229338975393905
0.1470598766777733,-0.1232684352842835,0.2624910424500561,0.19852677734393837,0.0704136661640256,-0.23952513304578948
0.10606576817108934,-0.11791938413882166,0.14110975149808186,0.22527411334052616,0.18474936898956856,-0.13143997849513428
0.1030684054756545,-0.08030982954005775,0.2214328453833474,0.32319450818660456,-0.00412625857652224,0.2574919468105025
-0.04601800158549473,-0.0767638789062934,0.10008455870851102,0.28790138954163463,0.1395460418407955,0.30259587537185056
0.05004379029595607,-0.07009597294172354,0.10500490655386524,0.10871860437473253,0.23626443930434604,0.2640234099373947
0.12428887667872993,-0.11461729593305943,0.031118050373585227,0.034082495584401004,0.1674866724818044,0.251938370021527
0.011470210221353583,-0.061697888177729684,-0.011714315219772613,0.03983186249972518,-0.028679825105173994,0.3833832213023706
-0.15216403737757087,0.0741003711964937,-0.15900603124889814,-0.1546245743131201,-0.02485446801005188,0.0735878196964655
-0.22251696507136265,0.009033620999715905,-0.22688201544288486,-0.170052143793307,-0.09136580786961859,-0.04629849363971987
-0.12963857329856077,-0.057821720122516795,-0.2610172433740913,-0.238312833224463,-0.21746445601384287,-0.18855398813812171
-0.13406415746528197,0.006449035151117333,-0.0325945468536267,-0.3412058547870368,-0.11330333896086558,-0.4402118300582603
-0.025859330156771512,-0.028495754519845422,0.09763141363299561,-0.2904635835279713,-0.1654905610661376,-0.5404616092249808
0.17758305366602933,-0.17008913830600972,0.17447613057021794,-0.16683729528794874,-0.35429828128744845,-0.49883636835546574
0.23571506035947254,-0.058156415779843505,0.1935940747501659,-0.29448645393436035,-0.32148684524204235,-0.5011569666326415
0.19828842336973845,0.016237463571583715,0.26793272901062715,0.01905106389682728,-0.10908415258938989,-0.5120110089639492
0.14210886429684505,-0.012997690837512468,0.06613829437491175,0.28512891248572825,-0.19365024069573852,-0.2691344074245252
-0.010730615432078885,0.062447176432110924,-0.017003054412294792,-0.03228293053236811,0.24057853334727003,-0.2483957768956922
-0.07545715295279226,-0.013589819935200045,0.0030294502482547322,-0.010196237526457479,0.26160197189005946,-0.013333768057555876
-0.0030219186912694845,-0.15260103968086464,-0.10361061454454125,-0.007154178812877318,0.13544429642325836,0.10541861067817632
